height,weight,label 
168,68,normal
197,61,thin
150,55,normal
181,51,thin
190,57,thin
170,60,normal
194,71,normal
150,43,normal
168,50,thin
171,43,thin
159,52,normal
151,54,normal
162,76,fat
198,58,thin
159,65,fat
190,65,thin
200,67,thin
174,58,normal
168,62,normal
171,60,normal
175,74,normal
197,44,thin
182,57,thin
159,72,fat
177,65,normal
169,54,normal
188,47,thin
163,65,normal
184,69,normal
162,54,normal
184,62,thin
163,47,thin
151,53,normal
185,46,thin
168,40,thin
153,70,fat
176,62,normal
172,70,normal
159,69,fat
185,52,thin
188,53,thin
174,40,thin
190,72,normal
175,77,fat
197,51,thin
180,74,normal
177,63,normal
186,57,thin
180,53,thin
189,67,normal
156,60,normal
180,57,thin
172,43,thin
177,49,thin
169,59,normal
197,45,thin
154,48,normal
195,80,normal
164,47,thin
178,75,normal
185,55,thin
169,68,normal
166,40,thin
192,64,thin
160,65,fat
169,63,normal
189,53,thin
178,40,thin
177,70,normal
172,66,normal
163,54,normal
200,67,thin
178,68,normal
199,45,thin
198,65,thin
153,59,fat
175,68,normal
166,50,thin
167,51,thin
188,77,normal
187,73,normal
176,54,thin
190,70,normal
155,65,fat
159,65,fat
157,66,fat
150,43,normal
154,47,normal
185,65,normal
189,66,thin
163,71,fat
160,65,fat
168,44,thin
161,50,normal
200,42,thin
153,51,normal
197,53,thin
187,72,normal
195,65,thin
198,42,thin
162,48,thin
156,44,thin
160,53,normal
174,41,thin
150,53,normal
177,61,normal
180,74,normal
184,43,thin
197,65,thin
198,80,normal
167,67,normal
166,48,thin
164,66,normal
177,78,normal
200,66,thin
161,46,thin
152,55,normal
168,79,fat
187,80,normal
161,57,normal
172,53,thin
176,44,thin
158,59,normal
188,78,normal
185,71,normal
179,52,thin
196,46,thin
178,49,thin
168,60,normal
191,77,normal
187,67,normal
182,56,thin
196,66,thin
199,73,thin
198,80,normal
188,64,thin
153,60,fat
197,65,thin
188,50,thin
165,60,normal
194,48,thin
165,57,normal
161,45,thin
168,51,thin
188,55,thin
187,54,thin
165,52,normal
196,54,thin
173,62,normal
174,56,thin
156,59,normal
184,41,thin
159,57,normal
161,50,normal
150,61,fat
197,74,normal
153,70,fat
153,77,fat
182,43,thin
157,61,normal
170,43,thin
154,60,fat
159,43,thin
197,51,thin
178,49,thin
194,70,normal
150,63,fat
179,66,normal
166,79,fat
152,66,fat
200,48,thin
185,55,thin
162,68,fat
155,76,fat
163,79,fat
181,75,normal
167,64,normal
194,51,thin
173,74,normal
184,58,thin
176,80,fat
150,79,fat
200,40,thin
152,75,fat
200,55,thin
200,74,normal
151,73,fat
166,62,normal
193,45,thin
162,71,fat
161,66,fat
173,74,normal
182,42,thin
173,51,thin
168,73,fat
187,40,thin
150,65,fat
192,49,thin
173,43,thin
193,64,thin
173,79,fat
166,68,normal
150,75,fat
181,53,thin
193,76,normal
193,80,normal
172,73,normal
174,41,thin
172,64,normal
179,45,thin
151,52,normal
191,71,normal
164,78,fat
153,42,thin
175,52,thin
161,75,fat
170,45,thin
156,71,fat
156,79,fat
156,43,thin
173,46,thin
198,42,thin
187,42,thin
154,44,normal
177,52,thin
156,61,fat
152,44,normal
167,75,fat
155,79,fat
155,75,fat
189,68,normal
153,55,normal
194,60,thin
171,71,normal
183,52,thin
175,54,thin
158,68,fat
198,69,thin
183,69,normal
189,50,thin
164,67,normal
159,74,fat
161,65,fat
192,67,thin
185,77,normal
167,62,normal
170,41,thin
150,59,fat
157,67,fat
200,48,thin
188,42,thin
169,41,thin
173,53,thin
198,72,thin
161,49,normal
166,48,thin
194,66,thin
181,61,normal
171,44,thin
184,47,thin
191,56,thin
159,70,fat
198,55,thin
165,52,normal
171,59,normal
169,72,fat
161,48,normal
183,61,thin
158,70,fat
179,71,normal
177,77,normal
200,68,thin
158,78,fat
187,75,normal
174,50,thin
174,59,normal
157,51,normal
167,65,normal
189,47,thin
192,73,normal
158,59,normal
196,71,thin
184,50,thin
193,42,thin
176,60,normal
197,69,thin
180,66,normal
200,51,thin
176,67,normal
165,42,thin
156,61,fat
156,63,fat
185,45,thin
191,66,thin
168,64,normal
168,47,thin
157,67,fat
156,71,fat
183,41,thin
184,59,thin
185,76,normal
150,56,normal
197,74,normal
163,66,normal
174,50,thin
160,73,fat
155,48,normal
173,79,fat
159,58,normal
178,77,normal
174,77,fat
177,42,thin
178,70,normal
150,43,normal
170,66,normal
193,75,normal
194,50,thin
154,55,normal
198,55,thin
185,46,thin
182,58,thin
166,47,thin
175,44,thin
196,56,thin
200,47,thin
171,61,normal
170,53,thin
172,72,normal
175,67,normal
185,66,normal
197,59,thin
156,43,thin
186,42,thin
194,80,normal
173,74,normal
187,76,normal
161,57,normal
158,79,fat
189,52,thin
181,63,normal
160,52,normal
174,59,normal
163,54,normal
196,43,thin
171,56,normal
174,52,thin
193,59,thin
167,59,normal
165,72,fat
172,51,thin
182,43,thin
156,47,normal
195,74,normal
192,61,thin
184,53,thin
162,54,normal
189,47,thin
159,59,normal
196,48,thin
189,65,thin
185,63,thin
192,59,thin
169,76,fat
193,66,thin
180,66,normal
163,70,fat
181,67,normal
185,46,thin
185,80,normal
187,43,thin
160,57,normal
196,73,normal
176,52,thin
183,58,thin
154,54,normal
185,71,normal
163,79,fat
151,76,fat
167,53,normal
175,73,normal
168,65,normal
164,40,thin
182,67,normal
163,63,normal
150,64,fat
165,52,normal
174,72,normal
197,61,thin
190,70,normal
177,55,thin
151,56,normal
172,68,normal
174,63,normal
163,56,normal
199,69,thin
199,72,thin
178,46,thin
172,76,fat
152,60,fat
157,64,fat
192,64,thin
181,43,thin
164,50,normal
183,80,normal
178,46,thin
178,66,normal
184,50,thin
183,53,thin
166,58,normal
180,72,normal
176,60,normal
190,66,thin
165,75,fat
172,50,thin
188,43,thin
152,51,normal
183,65,normal
176,66,normal
154,53,normal
195,42,thin
176,61,normal
183,49,thin
184,50,thin
158,40,thin
199,56,thin
196,60,thin
165,44,thin
195,73,normal
175,67,normal
194,56,thin
168,53,normal
164,77,fat
151,60,fat
152,72,fat
158,42,thin
180,75,normal
159,80,fat
198,80,normal
184,75,normal
159,56,normal
187,73,normal
171,58,normal
166,68,normal
156,42,thin
156,62,fat
151,69,fat
179,66,normal
162,54,normal
198,45,thin
181,72,normal
189,49,thin
164,75,fat
152,78,fat
156,75,fat
187,48,thin
158,56,normal
173,58,normal
169,71,normal
185,60,thin
153,47,normal
151,61,fat
192,68,thin
193,72,normal
187,42,thin
174,69,normal
167,50,thin
188,54,thin
188,40,thin
181,51,thin
188,76,normal
153,80,fat
196,72,normal
197,78,normal
160,79,fat
194,69,thin
189,64,thin
164,63,normal
164,57,normal
158,61,normal
151,46,normal
194,44,thin
178,56,thin
177,74,normal
176,48,thin
162,63,normal
161,47,thin
183,58,thin
173,48,thin
152,51,normal
194,40,thin
157,59,normal
176,43,thin
184,40,thin
199,52,thin
165,60,normal
186,46,thin
170,44,thin
200,57,thin
165,69,fat
155,65,fat
176,63,normal
152,71,fat
179,62,normal
184,46,thin
169,71,normal
157,75,fat
159,55,normal
167,72,fat
190,68,normal
168,60,normal
199,66,thin
170,64,normal
161,63,normal
194,51,thin
176,50,thin
163,73,fat
167,62,normal
194,41,thin
175,58,normal
193,78,normal
161,50,normal
161,43,thin
196,66,thin
179,60,normal
198,43,thin
154,51,normal
176,45,thin
155,74,fat
155,62,fat
186,52,thin
164,60,normal
193,53,thin
156,71,fat
161,61,normal
187,65,normal
156,50,normal
193,74,normal
193,55,thin
152,49,normal
165,74,fat
177,59,normal
185,56,thin
197,54,thin
185,61,thin
163,49,thin
188,59,thin
197,52,thin
161,74,fat
161,68,fat
186,80,normal
178,44,thin
155,56,normal
191,74,normal
163,66,normal
173,69,normal
171,80,fat
167,67,normal
183,56,thin
175,63,normal
152,45,normal
194,68,thin
165,60,normal
180,56,thin
193,41,thin
194,50,thin
152,58,fat
168,75,fat
174,63,normal
199,61,thin
192,54,thin
165,50,thin
161,61,normal
199,76,normal
154,51,normal
164,72,fat
152,61,fat
193,61,thin
160,71,fat
151,50,normal
179,45,thin
167,58,normal
159,65,fat
160,64,normal
155,73,fat
155,47,normal
163,52,normal
193,40,thin
164,49,thin
190,72,normal
155,74,fat
183,46,thin
180,75,normal
168,80,fat
181,49,thin
156,41,thin
150,69,fat
180,69,normal
200,65,thin
196,63,thin
188,41,thin
184,59,thin
183,43,thin
181,80,normal
155,67,fat
151,49,normal
163,42,thin
175,74,normal
183,79,normal
184,58,thin
157,54,normal
166,67,normal
199,55,thin
161,75,fat
171,70,normal
181,61,normal
171,78,fat
193,40,thin
169,54,normal
184,77,normal
159,76,fat
164,69,fat
198,77,normal
162,53,normal
180,74,normal
184,76,normal
185,64,normal
168,40,thin
195,46,thin
169,52,thin
166,50,thin
157,50,normal
188,71,normal
193,64,thin
160,64,normal
173,55,thin
158,74,fat
195,68,thin
181,45,thin
197,40,thin
156,46,normal
165,67,normal
161,73,fat
153,43,thin
171,53,thin
161,79,fat
166,80,fat
180,63,normal
196,63,thin
179,74,normal
181,50,thin
157,75,fat
158,47,normal
159,64,fat
179,51,thin
187,49,thin
167,42,thin
171,71,normal
180,55,thin
193,42,thin
162,48,thin
187,41,thin
193,64,thin
151,66,fat
183,52,thin
184,42,thin
153,54,normal
189,47,thin
169,78,fat
196,78,normal
181,70,normal
200,52,thin
164,76,fat
167,42,thin
181,49,thin
164,47,thin
171,52,thin
153,78,fat
154,64,fat
163,48,thin
167,55,normal
200,78,normal
166,74,fat
180,63,normal
191,58,thin
164,41,thin
178,58,thin
195,69,thin
198,52,thin
185,42,thin
191,57,thin
151,47,normal
194,66,thin
171,61,normal
176,63,normal
165,64,normal
194,72,normal
197,56,thin
152,53,normal
199,67,thin
150,75,fat
157,46,normal
194,79,normal
173,54,thin
198,80,normal
165,54,normal
171,53,thin
172,48,thin
159,45,thin
150,53,normal
190,69,normal
200,45,thin
154,49,normal
190,78,normal
194,52,thin
157,70,fat
160,60,normal
152,71,fat
170,52,thin
193,42,thin
155,44,thin
168,62,normal
197,71,thin
195,75,normal
182,66,normal
198,52,thin
175,74,normal
178,40,thin
194,49,thin
195,59,thin
164,66,normal
186,50,thin
194,73,normal
167,52,normal
183,71,normal
150,53,normal
200,68,thin
161,59,normal
200,79,normal
163,46,thin
187,46,thin
155,70,fat
186,47,thin
159,42,thin
153,53,normal
153,74,fat
177,42,thin
182,43,thin
195,65,thin
158,72,fat
174,67,normal
166,79,fat
164,60,normal
200,53,thin
181,43,thin
155,65,fat
194,65,thin
177,58,normal
153,58,normal
166,52,normal
184,65,normal
185,45,thin
153,62,fat
179,73,normal
170,72,normal
197,71,thin
182,80,normal
154,62,fat
162,51,normal
186,60,thin
158,49,normal
190,57,thin
164,47,thin
159,76,fat
194,66,thin
195,63,thin
174,66,normal
200,66,thin
200,80,normal
157,68,fat
153,41,thin
194,40,thin
152,76,fat
167,61,normal
173,59,normal
174,67,normal
162,44,thin
163,51,normal
190,70,normal
160,75,fat
154,63,fat
172,59,normal
200,72,thin
161,80,fat
196,69,thin
168,51,thin
192,60,thin
168,80,fat
190,75,normal
181,54,thin
199,79,normal
170,73,fat
199,46,thin
184,75,normal
198,63,thin
171,69,normal
157,69,fat
159,56,normal
177,80,fat
174,79,fat
192,72,normal
180,41,thin
189,72,normal
195,41,thin
167,64,normal
196,51,thin
162,56,normal
150,48,normal
184,52,thin
160,62,normal
157,64,fat
198,71,thin
167,54,normal
162,41,thin
155,54,normal
152,54,normal
181,72,normal
152,59,fat
152,79,fat
175,46,thin
176,69,normal
162,66,fat
184,59,thin
164,55,normal
177,72,normal
191,41,thin
154,49,normal
160,79,fat
174,47,thin
171,45,thin
197,76,normal
200,54,thin
200,48,thin
197,56,thin
192,61,thin
183,66,normal
181,62,normal
161,54,normal
152,72,fat
188,60,thin
169,45,thin
196,78,normal
197,69,thin
187,50,thin
165,68,normal
186,72,normal
168,80,fat
175,51,thin
181,44,thin
175,52,thin
169,46,thin
190,44,thin
169,76,fat
193,62,thin
150,72,fat
164,61,normal
158,75,fat
173,53,thin
158,75,fat
200,80,normal
166,66,normal
185,48,thin
166,52,normal
156,53,normal
156,62,fat
199,73,thin
164,47,thin
168,47,thin
160,40,thin
164,59,normal
195,59,thin
150,50,normal
200,47,thin
163,54,normal
186,46,thin
172,63,normal
165,53,normal
174,79,fat
169,57,normal
162,68,fat
190,74,normal
191,50,thin
179,74,normal
169,43,thin
162,77,fat
151,62,fat
184,55,thin
187,49,thin
172,58,normal
195,51,thin
187,63,thin
182,53,thin
155,54,normal
194,42,thin
163,57,normal
179,53,thin
154,61,fat
194,58,thin
174,42,thin
182,68,normal
180,43,thin
164,68,fat
178,49,thin
150,45,normal
195,65,thin
162,78,fat
151,54,normal
151,55,normal
200,57,thin
154,58,normal
160,44,thin
176,65,normal
157,60,normal
158,78,fat
152,54,normal
177,67,normal
158,76,fat
170,55,normal
192,64,thin
163,77,fat
184,40,thin
169,74,fat
171,80,fat
189,72,normal
179,58,thin
151,77,fat
166,72,fat
175,50,thin
164,72,fat
175,63,normal
198,53,thin
174,54,thin
200,69,thin
162,77,fat
196,65,thin
179,49,thin
150,69,fat
160,47,thin
156,57,normal
154,64,fat
176,46,thin
164,57,normal
197,63,thin
200,60,thin
156,45,thin
161,40,thin
156,76,fat
200,64,thin
191,63,thin
185,58,thin
168,44,thin
200,58,thin
168,53,normal
152,40,thin
180,58,thin
189,68,normal
181,72,normal
195,57,thin
172,68,normal
183,72,normal
188,75,normal
159,77,fat
158,79,fat
158,78,fat
152,69,fat
196,56,thin
193,53,thin
170,42,thin
157,59,normal
183,74,normal
167,43,thin
199,80,normal
189,51,thin
161,75,fat
188,70,normal
172,61,normal
180,78,normal
184,70,normal
174,75,normal
161,75,fat
184,71,normal
158,63,fat
195,56,thin
172,57,normal
194,49,thin
176,76,normal
189,61,thin
196,79,normal
164,72,fat
185,73,normal
200,45,thin
154,63,fat
179,64,normal
173,42,thin
158,70,fat
198,78,normal
167,65,normal
154,41,thin
152,60,fat
176,52,thin
157,68,fat
175,65,normal
156,72,fat
163,63,normal
154,76,fat
187,79,normal
153,76,fat
171,69,normal
171,45,thin
164,43,thin
187,48,thin
178,72,normal
191,51,thin
166,64,normal
157,67,fat
196,48,thin
177,67,normal
172,43,thin
165,71,fat
195,79,normal
162,79,fat
191,45,thin
179,72,normal
199,49,thin
164,60,normal
177,47,thin
152,57,normal
168,78,fat
160,44,thin
174,71,normal
200,57,thin
200,44,thin
160,71,fat
172,50,thin
165,45,thin
175,46,thin
151,68,fat
172,46,thin
179,54,thin
174,50,thin
173,46,thin
200,42,thin
162,74,fat
178,80,fat
184,48,thin
183,80,normal
166,48,thin
165,80,fat
157,69,fat
173,69,normal
188,61,thin
196,55,thin
195,68,thin
193,69,normal
157,42,thin
187,72,normal
179,52,thin
177,57,thin
181,76,normal
167,54,normal
190,77,normal
182,43,thin
184,80,normal
150,50,normal
158,63,fat
158,76,fat
185,40,thin
156,48,normal
175,66,normal
155,61,fat
154,42,thin
154,65,fat
170,70,normal
162,58,normal
174,56,thin
185,75,normal
159,40,thin
193,67,thin
166,76,fat
162,60,normal
150,53,normal
179,46,thin
167,61,normal
154,70,fat
164,70,fat
170,69,normal
170,70,normal
172,72,normal
186,59,thin
159,40,thin
185,72,normal
187,53,thin
157,63,fat
168,43,thin
194,69,thin
195,40,thin
169,80,fat
162,48,thin
168,48,thin
200,40,thin
200,64,thin
162,71,fat
172,73,normal
179,58,thin
200,59,thin
175,48,thin
178,44,thin
188,48,thin
168,66,normal
162,56,normal
172,42,thin
195,49,thin
164,60,normal
154,54,normal
196,40,thin
161,75,fat
200,71,thin
159,60,normal
193,45,thin
191,73,normal
152,45,normal
180,80,normal
157,51,normal
194,64,thin
198,69,thin
158,70,fat
165,61,normal
157,65,fat
158,54,normal
164,54,normal
187,76,normal
171,73,normal
169,75,fat
165,52,normal
183,44,thin
196,69,thin
178,43,thin
183,58,thin
197,67,thin
193,59,thin
190,40,thin
152,68,fat
198,46,thin
181,55,thin
171,54,thin
172,76,fat
156,51,normal
177,75,normal
196,75,normal
164,72,fat
187,76,normal
198,49,thin
178,66,normal
184,76,normal
186,71,normal
192,67,thin
197,53,thin
150,55,normal
194,66,thin
165,50,thin
151,58,fat
187,47,thin
187,40,thin
195,79,normal
150,76,fat
150,64,fat
163,48,thin
197,54,thin
192,58,thin
179,63,normal
153,65,fat
183,80,normal
160,80,fat
196,74,normal
197,45,thin
175,71,normal
185,71,normal
155,53,normal
181,59,thin
157,57,normal
180,41,thin
160,58,normal
187,73,normal
187,77,normal
152,60,fat
191,61,thin
198,55,thin
172,79,fat
189,62,thin
167,80,fat
153,41,thin
169,58,normal
194,75,normal
168,45,thin
164,54,normal
197,59,thin
191,62,thin
168,66,normal
194,46,thin
198,71,thin
172,65,normal
190,41,thin
187,73,normal
153,64,fat
195,53,thin
167,53,normal
194,46,thin
165,45,thin
198,60,thin
197,46,thin
172,64,normal
193,49,thin
157,56,normal
158,51,normal
182,58,thin
167,68,normal
181,62,normal
188,48,thin
177,61,normal
162,59,normal
175,44,thin
198,80,normal
186,80,normal
171,40,thin
176,51,thin
158,76,fat
176,43,thin
188,56,thin
190,46,thin
199,63,thin
180,78,normal
164,46,thin
188,67,normal
157,55,normal
194,78,normal
164,70,fat
186,68,normal
170,72,normal
164,67,normal
164,66,normal
152,61,fat
154,64,fat
200,53,thin
191,72,normal
196,76,normal
187,65,normal
187,59,thin
152,70,fat
195,43,thin
191,68,normal
157,48,normal
182,65,normal
162,54,normal
155,74,fat
151,44,normal
181,44,thin
156,65,fat
159,49,normal
176,42,thin
173,59,normal
161,55,normal
160,74,fat
151,74,fat
183,41,thin
181,72,normal
173,46,thin
177,79,fat
168,59,normal
166,78,fat
178,47,thin
192,41,thin
169,72,fat
167,68,normal
181,65,normal
171,74,fat
152,59,fat
155,76,fat
179,40,thin
161,46,thin
167,69,normal
170,70,normal
194,65,thin
173,78,fat
184,48,thin
161,50,normal
191,56,thin
181,62,normal
175,72,normal
175,64,normal
183,47,thin
175,79,fat
198,58,thin
195,59,thin
167,48,thin
176,80,fat
195,50,thin
187,58,thin
195,71,normal
186,60,thin
151,53,normal
160,45,thin
161,62,normal
175,56,thin
187,79,normal
193,77,normal
188,62,thin
182,53,thin
189,75,normal
160,44,thin
167,53,normal
173,75,fat
159,67,fat
193,42,thin
163,56,normal
152,67,fat
159,50,normal
173,78,fat
171,47,thin
197,80,normal
151,72,fat
171,76,fat
200,68,thin
177,50,thin
183,75,normal
159,46,thin
185,58,thin
174,51,thin
150,42,normal
179,80,normal
156,42,thin
167,50,thin
150,65,fat
180,56,thin
186,71,normal
174,60,normal
167,78,fat
198,80,normal
157,50,normal
181,80,normal
183,54,thin
152,46,normal
185,47,thin
161,77,fat
151,45,normal
154,40,thin
191,53,thin
193,50,thin
156,76,fat
182,59,thin
155,80,fat
190,70,normal
155,63,fat
176,71,normal
189,76,normal
199,76,normal
192,43,thin
184,52,thin
177,66,normal
177,52,thin
164,68,fat
182,63,normal
191,55,thin
180,60,normal
165,77,fat
163,71,fat
183,53,thin
169,67,normal
161,45,thin
190,76,normal
163,56,normal
198,59,thin
168,72,fat
150,55,normal
196,62,thin
196,69,thin
162,49,normal
167,55,normal
168,61,normal
153,53,normal
158,53,normal
167,51,thin
192,61,thin
185,68,normal
177,68,normal
172,56,normal
186,61,thin
183,80,normal
173,73,normal
176,44,thin
153,68,fat
159,75,fat
160,52,normal
163,73,fat
161,70,fat
169,67,normal
178,78,normal
175,42,thin
165,59,normal
180,71,normal
160,62,normal
163,61,normal
156,55,normal
181,48,thin
184,71,normal
160,75,fat
152,55,normal
196,75,normal
169,52,thin
194,68,thin
157,55,normal
158,58,normal
197,58,thin
187,50,thin
178,53,thin
189,63,thin
171,43,thin
173,57,normal
168,54,normal
171,78,fat
194,47,thin
178,68,normal
166,56,normal
193,68,thin
187,68,normal
165,76,fat
178,56,thin
167,52,normal
164,71,fat
185,51,thin
189,45,thin
162,44,thin
199,45,thin
157,46,normal
173,50,thin
180,46,thin
159,74,fat
166,68,normal
191,61,thin
160,62,normal
195,60,thin
190,50,thin
179,54,thin
156,61,fat
154,48,normal
162,74,fat
179,76,normal
170,77,fat
199,46,thin
151,64,fat
169,61,normal
200,66,thin
163,58,normal
189,57,thin
197,52,thin
192,61,thin
162,72,fat
186,49,thin
156,44,thin
174,51,thin
170,58,normal
172,58,normal
199,43,thin
189,72,normal
164,66,normal
193,41,thin
194,42,thin
185,68,normal
157,59,normal
188,47,thin
163,45,thin
189,49,thin
170,45,thin
168,75,fat
158,74,fat
185,65,normal
197,50,thin
168,52,thin
184,52,thin
168,56,normal
152,47,normal
165,68,normal
175,65,normal
182,66,normal
191,77,normal
194,80,normal
184,46,thin
171,44,thin
156,73,fat
175,62,normal
178,70,normal
164,42,thin
159,56,normal
178,47,thin
192,40,thin
168,54,normal
160,63,normal
197,73,normal
165,72,fat
182,57,thin
172,78,fat
163,46,thin
161,44,thin
178,40,thin
183,60,thin
191,57,thin
159,47,normal
183,67,normal
195,62,thin
190,44,thin
168,49,thin
181,66,normal
152,56,normal
162,71,fat
195,62,thin
198,62,thin
177,67,normal
187,64,thin
167,69,normal
186,70,normal
151,46,normal
200,43,thin
168,74,fat
156,47,normal
194,71,normal
197,45,thin
178,71,normal
158,57,normal
163,47,thin
167,55,normal
170,44,thin
188,58,thin
194,51,thin
157,77,fat
199,59,thin
186,41,thin
157,64,fat
183,55,thin
200,75,normal
198,42,thin
166,48,thin
155,79,fat
174,74,normal
157,54,normal
157,65,fat
200,46,thin
183,77,normal
167,49,thin
177,50,thin
176,71,normal
195,64,thin
151,46,normal
152,80,fat
191,72,normal
184,58,thin
194,50,thin
182,72,normal
194,46,thin
182,57,thin
157,76,fat
160,58,normal
150,40,thin
158,55,normal
177,46,thin
176,62,normal
159,46,thin
163,63,normal
155,48,normal
182,58,thin
158,79,fat
156,74,fat
167,71,fat
162,80,fat
189,61,thin
153,69,fat
154,60,fat
196,41,thin
176,52,thin
198,79,normal
159,49,normal
157,73,fat
175,61,normal
166,44,thin
175,62,normal
159,49,normal
161,49,normal
158,74,fat
199,79,normal
178,59,normal
177,56,thin
154,61,fat
176,66,normal
158,59,normal
163,49,thin
163,76,fat
195,52,thin
199,49,thin
163,73,fat
199,60,thin
198,59,thin
186,80,normal
160,79,fat
160,49,normal
156,68,fat
188,80,normal
174,69,normal
180,47,thin
151,62,fat
196,61,thin
186,65,normal
191,75,normal
156,55,normal
173,60,normal
176,80,fat
191,46,thin
193,74,normal
171,49,thin
151,67,fat
153,75,fat
173,45,thin
193,64,thin
180,54,thin
156,44,thin
150,42,normal
166,78,fat
177,44,thin
154,41,thin
184,77,normal
173,63,normal
151,57,normal
175,64,normal
173,45,thin
194,61,thin
192,41,thin
173,61,normal
200,59,thin
159,54,normal
169,43,thin
164,68,fat
159,75,fat
181,55,thin
157,50,normal
178,50,thin
186,59,thin
187,52,thin
196,52,thin
180,53,thin
153,54,normal
180,51,thin
171,57,normal
156,79,fat
183,73,normal
176,60,normal
194,40,thin
183,69,normal
181,63,normal
193,47,thin
185,49,thin
152,44,normal
191,46,thin
191,47,thin
184,48,thin
154,50,normal
166,43,thin
153,71,fat
184,51,thin
162,61,normal
183,80,normal
174,80,fat
182,70,normal
175,74,normal
200,78,normal
157,72,fat
183,47,thin
156,63,fat
199,60,thin
166,69,fat
190,71,normal
152,72,fat
170,69,normal
158,46,thin
182,61,thin
189,43,thin
171,80,fat
179,78,normal
160,75,fat
180,43,thin
196,68,thin
156,65,fat
153,63,fat
187,80,normal
161,68,fat
189,80,normal
179,66,normal
186,56,thin
166,55,normal
180,48,thin
194,71,normal
189,51,thin
186,53,thin
171,55,normal
194,43,thin
200,55,thin
183,80,normal
155,40,thin
188,62,thin
196,65,thin
174,78,fat
171,41,thin
182,59,thin
193,63,thin
153,44,normal
192,59,thin
187,79,normal
157,65,fat
192,68,thin
157,72,fat
163,48,thin
172,66,normal
153,76,fat
153,51,normal
181,70,normal
162,40,thin
179,49,thin
177,56,thin
194,56,thin
195,49,thin
163,76,fat
152,68,fat
157,56,normal
151,43,normal
195,57,thin
152,53,normal
180,47,thin
151,50,normal
192,58,thin
152,62,fat
177,78,normal
194,62,thin
187,72,normal
193,42,thin
150,74,fat
160,55,normal
161,41,thin
190,61,thin
159,62,normal
165,42,thin
164,78,fat
153,64,fat
168,69,normal
153,52,normal
168,58,normal
164,73,fat
168,75,fat
183,48,thin
195,71,normal
167,45,thin
151,62,fat
190,69,normal
184,48,thin
186,46,thin
195,63,thin
168,63,normal
151,73,fat
178,59,normal
171,62,normal
193,79,normal
180,64,normal
150,55,normal
165,44,thin
157,79,fat
157,50,normal
173,40,thin
158,61,normal
155,47,normal
181,66,normal
200,59,thin
192,59,thin
190,58,thin
166,47,thin
172,41,thin
172,80,fat
160,53,normal
169,72,fat
193,75,normal
153,72,fat
184,42,thin
166,40,thin
179,76,normal
156,80,fat
200,42,thin
166,45,thin
164,59,normal
173,64,normal
194,63,thin
188,68,normal
153,56,normal
167,41,thin
165,46,thin
157,55,normal
150,44,normal
173,59,normal
159,78,fat
184,57,thin
179,75,normal
177,66,normal
157,57,normal
161,46,thin
197,69,thin
178,57,thin
199,69,thin
191,58,thin
171,61,normal
185,73,normal
153,55,normal
155,43,thin
158,62,normal
157,63,fat
178,65,normal
196,69,thin
160,51,normal
184,43,thin
160,57,normal
175,69,normal
170,42,thin
164,52,normal
173,54,thin
192,79,normal
182,56,thin
200,69,thin
178,73,normal
167,50,thin
167,72,fat
189,56,thin
151,67,fat
182,46,thin
196,77,normal
163,53,normal
175,58,normal
198,69,thin
167,54,normal
175,64,normal
179,56,thin
198,63,thin
168,49,thin
150,75,fat
171,53,thin
185,76,normal
169,44,thin
190,48,thin
199,63,thin
151,42,thin
181,66,normal
185,46,thin
168,75,fat
171,44,thin
188,54,thin
162,68,fat
174,40,thin
185,72,normal
187,73,normal
179,63,normal
154,58,normal
164,56,normal
186,54,thin
154,40,thin
191,76,normal
154,75,fat
161,52,normal
163,49,thin
187,54,thin
158,61,normal
157,74,fat
194,46,thin
165,77,fat
159,56,normal
174,55,thin
152,75,fat
157,77,fat
162,56,normal
200,75,normal
170,45,thin
175,65,normal
194,53,thin
152,71,fat
197,42,thin
177,57,thin
182,50,thin
155,70,fat
169,43,thin
178,53,thin
195,68,thin
158,57,normal
194,70,normal
189,74,normal
169,79,fat
174,66,normal
157,67,fat
179,40,thin
184,48,thin
181,60,thin
199,43,thin
190,46,thin
166,57,normal
189,64,thin
187,48,thin
200,65,thin
151,40,thin
189,63,thin
168,68,normal
192,46,thin
166,44,thin
178,40,thin
175,42,thin
178,55,thin
165,78,fat
159,49,normal
162,72,fat
176,52,thin
175,49,thin
167,64,normal
165,80,fat
196,57,thin
179,59,thin
175,63,normal
150,80,fat
182,43,thin
184,60,thin
185,51,thin
183,73,normal
158,43,thin
180,58,thin
157,76,fat
157,62,fat
191,53,thin
162,77,fat
165,78,fat
199,47,thin
189,56,thin
171,56,normal
151,77,fat
157,74,fat
154,71,fat
175,50,thin
175,50,thin
181,79,normal
166,68,normal
152,60,fat
155,50,normal
187,58,thin
163,54,normal
187,67,normal
163,59,normal
169,60,normal
195,75,normal
159,68,fat
194,58,thin
173,45,thin
198,52,thin
171,53,thin
199,73,thin
183,40,thin
152,48,normal
191,56,thin
176,53,thin
185,66,normal
178,80,fat
195,63,thin
171,42,thin
191,42,thin
171,54,thin
173,61,normal
153,45,normal
172,41,thin
182,73,normal
183,64,normal
156,45,thin
165,70,fat
161,55,normal
159,72,fat
176,79,fat
172,49,thin
154,71,fat
177,54,thin
173,68,normal
177,75,normal
196,53,thin
157,65,fat
154,74,fat
181,68,normal
